LATITUDE,LONGITUDE,GRAINSIZE
46.41972,-124.51178,4.47781658
46.41989,-124.49877,4.67069149
46.42006,-124.48576,4.52904844
46.42023,-124.47275,4.52396727
46.42040,-124.45975,4.55255604
46.42057,-124.44674,4.51142216
46.42073,-124.43373,4.58647919
46.42089,-124.42072,4.69525957
46.42105,-124.40771,4.54545546
46.42121,-124.39470,4.31815386
46.42137,-124.38169,4.43837452
46.42153,-124.36868,4.56366920
46.42168,-124.35567,4.52770090
46.42183,-124.34266,4.62450743
46.42199,-124.32965,4.60999775
46.42214,-124.31664,4.58522511
46.42229,-124.30363,4.57271528
46.42243,-124.29062,4.48531103
46.42258,-124.27761,4.40300179
46.42272,-124.26460,4.12850571
46.42287,-124.25158,3.91401339
46.42301,-124.23857,3.71902347
46.42315,-124.22556,3.52344322
46.42329,-124.21255,3.46374202
46.42343,-124.19954,3.41202927
46.42356,-124.18653,3.33182001
46.42370,-124.17352,3.27504349
46.42383,-124.16051,3.20287442
46.42396,-124.14749,3.12702370
46.42409,-124.13448,3.08892369
46.42422,-124.12147,3.01816678
46.42434,-124.10846,2.97716737
46.42447,-124.09545,2.97773099
46.42459,-124.08243,2.91431260
46.42472,-124.06942,2.93018079
46.38486,-125.86338,6.63635778
46.38518,-125.85039,6.81411839
46.38646,-125.79844,6.82692909
46.38710,-125.77246,6.81958151
46.38741,-125.75947,6.82857037
46.38773,-125.74647,6.83706760
46.38804,-125.73348,6.81022358
46.38835,-125.72049,6.81768179
46.38866,-125.70750,6.85795450
46.38896,-125.69451,6.79893875
46.38927,-125.68152,6.82338428
46.38957,-125.66853,6.87713194
46.38987,-125.65553,6.86844158
46.39018,-125.64254,6.87221479
46.39048,-125.62955,6.87668085
46.39077,-125.61656,6.88577414
46.39107,-125.60356,6.90443468
46.39137,-125.59057,6.93299723
46.39166,-125.57758,6.90888548
46.39195,-125.56458,6.93723345
46.39224,-125.55159,6.95838547
46.39253,-125.53860,7.17698479
46.39282,-125.52560,7.18421793
46.39311,-125.51261,7.18800068
46.39339,-125.49961,7.18938255
46.39367,-125.48662,7.18906260
46.39396,-125.47362,7.18746805
46.39424,-125.46063,7.16535378
46.39452,-125.44763,7.16247797
46.39479,-125.43464,7.15890884
46.39507,-125.42164,7.15475416
46.39534,-125.40865,7.15017271
46.39562,-125.39565,7.14541340
46.39589,-125.38266,7.14083958
46.39616,-125.36966,7.13692141
46.39643,-125.35666,7.13418055
46.39670,-125.34367,7.13313198
46.39696,-125.33067,7.13431692
46.39723,-125.31767,7.13852787
46.39749,-125.30467,7.14710665
46.39775,-125.29168,7.16178131
46.39801,-125.27868,7.18352318
46.39827,-125.26568,7.27472353
46.39853,-125.25268,7.24196577
46.39878,-125.23968,7.34108973
46.39903,-125.22669,7.36849356
46.39929,-125.21369,7.43852091
46.39954,-125.20069,7.45952511
46.39979,-125.18769,7.47580290
46.40004,-125.17469,7.52853632
46.40028,-125.16169,7.32066202
46.40053,-125.14869,7.31991005
46.40077,-125.13569,7.31773758
46.40101,-125.12269,7.31540251
46.40125,-125.10969,7.31397724
46.40149,-125.09669,7.31457901
46.40173,-125.08369,7.31858683
46.40197,-125.07069,7.32771349
46.40220,-125.05769,7.40263176
46.40243,-125.04469,7.42493200
46.40267,-125.03169,7.45745754
46.40290,-125.01869,7.36588240
46.40313,-125.00569,7.35539007
46.40335,-124.99269,7.35769224
46.40358,-124.97968,7.39923191
46.40380,-124.96668,7.53244877
46.40403,-124.95368,7.57477188
46.40425,-124.94068,7.59005594
46.40447,-124.92768,7.54840899
46.40469,-124.91467,7.57967329
46.40490,-124.90167,7.74357271
46.40512,-124.88867,7.74951982
46.40533,-124.87567,7.77338409
46.40555,-124.86266,7.90928745
46.40576,-124.84966,7.73088264
46.40597,-124.83666,7.60674763
46.40617,-124.82365,7.64795542
46.40638,-124.81065,7.58422470
46.40659,-124.79765,7.50569057
46.40679,-124.78464,7.33673477
46.40699,-124.77164,7.11749840
46.40719,-124.75863,7.12673235
46.40739,-124.74563,7.10789251
46.40759,-124.73263,7.11861134
46.40779,-124.71962,6.99348831
46.40798,-124.70662,6.88656092
46.40817,-124.69361,6.67491102
46.40837,-124.68061,6.56198454
46.40856,-124.66760,6.53445148
46.40875,-124.65460,6.20803547
46.40893,-124.64159,5.95335913
46.40912,-124.62859,5.79016495
46.40930,-124.61558,5.47488213
46.40949,-124.60258,5.53670073
46.40967,-124.58957,5.25684977
46.40985,-124.57656,5.14823961
46.41003,-124.56356,4.53226900
46.41020,-124.55055,4.10142660
46.41038,-124.53755,4.02554369
46.41055,-124.52454,4.17458200
46.41073,-124.51153,4.17347479
46.41090,-124.49853,4.26575804
46.41107,-124.48552,4.37530470
46.41124,-124.47251,4.45663786
46.41140,-124.45951,4.44151735
46.41157,-124.44650,4.48743773
46.41173,-124.43349,4.49627304
46.41189,-124.42048,4.52127695
46.41206,-124.40748,4.31299686
46.41221,-124.39447,4.13935280
46.41237,-124.38146,4.31638527
46.41253,-124.36845,4.46480894
46.41268,-124.35545,4.51458263
46.41284,-124.34244,4.55184412
46.41299,-124.32943,4.55295753
46.41314,-124.31642,4.57090092
46.41329,-124.30341,4.34932947
46.41344,-124.29040,4.39144802
46.41358,-124.27740,4.33600235
46.41373,-124.26439,4.10893822
46.41387,-124.25138,3.82910323
46.41401,-124.23837,3.54285359
46.41415,-124.22536,3.47035623
46.41429,-124.21235,3.45562434
46.41443,-124.19934,3.36213851
46.41456,-124.18633,3.32235622
46.41470,-124.17332,3.28653884
46.41483,-124.16031,3.19954038
46.41496,-124.14731,3.07471704
46.41509,-124.13430,2.97365761
46.41522,-124.12129,2.97267365
46.41535,-124.10828,2.96467566
46.41547,-124.09527,2.89628601
46.41560,-124.08226,2.88799620
46.41572,-124.06925,2.89970660
46.37554,-125.87590,6.62679100
46.37811,-125.77200,6.82803011
46.37842,-125.75901,6.83831692
46.37874,-125.74602,6.84839153
46.37905,-125.73304,6.82408333
46.37936,-125.72005,6.83400297
46.37967,-125.70706,6.87667131
46.37997,-125.69407,6.82340240
46.38028,-125.68108,6.85284090
46.38058,-125.66809,6.87411880
46.38088,-125.65510,6.91295671
46.38119,-125.64211,6.92886877
46.38149,-125.62912,6.94788742
46.38178,-125.61613,6.97135258
46.38208,-125.60314,6.99917221
46.38238,-125.59015,7.05086994
46.38267,-125.57715,7.07649660
46.38296,-125.56416,7.09426498
46.38325,-125.55117,7.22637510
46.38354,-125.53818,7.22662354
46.38383,-125.52519,7.22429657
46.38412,-125.51220,7.22066498
46.38440,-125.49920,7.21639538
46.38468,-125.48621,7.21176529
46.38497,-125.47322,7.20683432
46.38525,-125.46023,7.20155525
46.38552,-125.44723,7.19584036
46.38580,-125.43424,7.16956568
46.38608,-125.42125,7.16355562
46.38635,-125.40825,7.15719938
46.38663,-125.39526,7.15076828
46.38690,-125.38226,7.14477825
46.38717,-125.36927,7.14000654
46.38744,-125.35627,7.13739252
46.38770,-125.34328,7.13779879
46.38797,-125.33029,7.14179802
46.38823,-125.31729,7.14972639
46.38850,-125.30430,7.16192484
46.38876,-125.29130,7.17876291
46.38902,-125.27830,7.27016449
46.38928,-125.26531,7.29048777
46.38953,-125.25231,7.25268269
46.38979,-125.23932,7.28054810
46.39004,-125.22632,7.37851858
46.39029,-125.21332,7.45064402
46.39054,-125.20033,7.47181702
46.39079,-125.18733,7.48864031
46.39104,-125.17433,7.54395294
46.39129,-125.16134,7.32312775
46.39153,-125.14834,7.32148504
46.39178,-125.13534,7.31893730
46.39202,-125.12234,7.31689262
46.39226,-125.10935,7.31638384
46.39250,-125.09635,7.31834316
46.39274,-125.08335,7.32376575
46.39297,-125.07035,7.27420759
46.39321,-125.05735,7.28594208
46.39344,-125.04435,7.42848635
46.39367,-125.03136,7.32075977
46.39390,-125.01836,7.35102272
46.39413,-125.00536,7.38483620
46.39436,-124.99236,7.32371378
46.39458,-124.97936,7.33190060
46.39481,-124.96636,7.37804937
46.39503,-124.95336,7.44449568
46.39525,-124.94036,7.47351837
46.39547,-124.92736,7.44829798
46.39569,-124.91436,7.55731344
46.39591,-124.90136,7.57253695
46.39612,-124.88836,7.68148518
46.39634,-124.87536,7.70543003
46.39655,-124.86236,7.73824406
46.39676,-124.84936,7.70215416
46.39697,-124.83636,7.68846893
46.39718,-124.82335,7.61206198
46.39739,-124.81035,7.56427574
46.39759,-124.79735,7.51442575
46.39779,-124.78435,7.33660364
46.39800,-124.77135,7.28677273
46.39820,-124.75835,7.10211420
46.39840,-124.74534,7.13463497
46.39859,-124.73234,7.10594511
46.39879,-124.71934,7.05813551
46.39899,-124.70634,7.00736809
46.39918,-124.69333,6.81926823
46.39937,-124.68033,6.68579006
46.39956,-124.66733,6.48739719
46.39975,-124.65433,6.16878939
46.39994,-124.64132,5.80545855
46.40012,-124.62832,5.57509851
46.40031,-124.61532,5.27360010
46.40049,-124.60231,5.12716961
46.40067,-124.58931,4.84235811
46.40085,-124.57630,4.42784786
46.40103,-124.56330,4.20871830
46.40121,-124.55030,3.95872474
46.40138,-124.53729,3.94939470
46.40156,-124.52429,4.11848497
46.40173,-124.51128,4.21098661
46.40190,-124.49828,4.15730619
46.40207,-124.48527,4.25643539
46.40224,-124.47227,4.35515022
46.40241,-124.45927,4.35452986
46.40257,-124.44626,4.32743359
46.40274,-124.43326,4.32502699
46.40290,-124.42025,4.36528063
46.40306,-124.40724,4.34041119
46.40322,-124.39424,4.30286598
46.40338,-124.38123,4.40924549
46.40353,-124.36823,4.46617889
46.40369,-124.35522,4.49901104
46.40384,-124.34222,4.52999163
46.40399,-124.32921,4.56961870
46.40414,-124.31620,4.57033634
46.40429,-124.30320,4.47476673
46.40444,-124.29019,4.40279102
46.40458,-124.27719,4.26731491
46.40473,-124.26418,4.09645700
46.40487,-124.25117,3.76437974
46.40501,-124.23817,3.37107277
46.40515,-124.22516,3.37693071
46.40529,-124.21215,3.41506195
46.40543,-124.19915,3.34324193
46.40557,-124.18614,3.29962468
46.40570,-124.17313,3.31025052
46.40583,-124.16012,3.17131996
46.40596,-124.14712,3.00932288
46.40609,-124.13411,2.86756682
46.40622,-124.12110,2.73638988
46.40635,-124.10809,3.00481963
46.40647,-124.09509,2.65710711
46.40660,-124.08208,2.83887672
46.40672,-124.06907,2.79884410
46.36623,-125.88841,6.61655521
46.36943,-125.75856,6.84827566
46.36975,-125.74557,6.85988283
46.37006,-125.73259,6.83799744
46.37037,-125.71960,6.85031128
46.37068,-125.70661,6.89536572
46.37098,-125.69363,6.92649603
46.37129,-125.68064,6.94164944
46.37159,-125.66765,6.90967703
46.37189,-125.65466,6.95575571
46.37220,-125.64167,6.98245716
46.37250,-125.62869,7.01443720
46.37279,-125.61570,7.05195618
46.37309,-125.60271,7.09233475
46.37338,-125.58972,7.15145540
46.37368,-125.57673,7.17365408
46.37397,-125.56374,7.17894459
46.37426,-125.55075,7.29225922
46.37455,-125.53776,7.27871323
46.37484,-125.52477,7.26557636
46.37512,-125.51178,7.25390339
46.37541,-125.49879,7.24373531
46.37569,-125.48580,7.23475170
46.37597,-125.47281,7.22654247
46.37625,-125.45982,7.21869993
46.37653,-125.44683,7.21085691
46.37681,-125.43384,7.20271158
46.37709,-125.42085,7.19406223
46.37736,-125.40786,7.16434193
46.37763,-125.39486,7.15573025
46.37791,-125.38187,7.14753008
46.37818,-125.36888,7.14092064
46.37844,-125.35589,7.13752699
46.37871,-125.34290,7.13882494
46.37898,-125.32990,7.14535761
46.37924,-125.31691,7.15667582
46.37950,-125.30392,7.17204571
46.37976,-125.29092,7.19094467
46.38002,-125.27793,7.28314066
46.38028,-125.26494,7.30316544
46.38054,-125.25194,7.32546568
46.38079,-125.23895,7.33464766
46.38105,-125.22595,7.39121199
46.38130,-125.21296,7.46633959
46.38155,-125.19997,7.48860741
46.38180,-125.18697,7.50601482
46.38205,-125.17398,7.39805698
46.38230,-125.16098,7.32843781
46.38254,-125.14799,7.32384872
46.38278,-125.13499,7.31957245
46.38303,-125.12199,7.31683493
46.38327,-125.10900,7.31633568
46.38351,-125.09600,7.31866074
46.38374,-125.08301,7.26018906
46.38398,-125.07001,7.26589012
46.38421,-125.05701,7.19950914
46.38445,-125.04402,7.21649694
46.38468,-125.03102,7.28575802
46.38491,-125.01802,7.31180573
46.38514,-125.00503,7.35638094
46.38536,-124.99203,7.25262737
46.38559,-124.97903,7.28561306
46.38581,-124.96604,7.32383585
46.38604,-124.95304,7.43598270
46.38626,-124.94004,7.45931816
46.38648,-124.92704,7.42058468
46.38670,-124.91404,7.43185997
46.38691,-124.90105,7.48839903
46.38713,-124.88805,7.49579525
46.38734,-124.87505,7.53176355
46.38756,-124.86205,7.51874161
46.38777,-124.84905,7.70321655
46.38798,-124.83605,7.63324738
46.38818,-124.82305,7.58501863
46.38839,-124.81005,7.52573872
46.38860,-124.79706,7.47498226
46.38880,-124.78406,7.38010073
46.38900,-124.77106,7.27273512
46.38920,-124.75806,7.28138351
46.38940,-124.74506,7.19180536
46.38960,-124.73206,7.86845303
46.38980,-124.71906,7.06769562
46.38999,-124.70606,6.90304852
46.39018,-124.69306,7.09141636
46.39038,-124.68005,6.77782631
46.39057,-124.66705,6.45376110
46.39075,-124.65405,6.17356730
46.39094,-124.64105,5.59122896
46.39113,-124.62805,5.17869043
46.39131,-124.61505,4.76740074
46.39149,-124.60205,4.48194218
46.39168,-124.58905,3.99930978
46.39186,-124.57605,3.95658660
46.39203,-124.56304,3.87840652
46.39221,-124.55004,3.70696402
46.39239,-124.53704,3.74424648
46.39256,-124.52404,3.90157700
46.39273,-124.51104,4.04682636
46.39290,-124.49803,4.06771469
46.39307,-124.48503,4.18684244
46.39324,-124.47203,4.25953054
46.39341,-124.45903,4.17967224
46.39357,-124.44602,4.02224207
46.39374,-124.43302,4.23991251
46.39390,-124.42002,4.32323647
46.39406,-124.40701,4.36348534
46.39422,-124.39401,4.36439657
46.39438,-124.38101,4.46315956
46.39453,-124.36800,4.50431585
46.39469,-124.35500,4.44186592
46.39484,-124.34200,4.46122026
46.39499,-124.32899,4.57564878
46.39515,-124.31599,4.60615826
46.39529,-124.30298,4.55231524
46.39544,-124.28998,4.38496351
46.39559,-124.27698,4.25468254
46.39573,-124.26397,4.11120892
46.39587,-124.25097,3.80739641
46.39602,-124.23796,3.52642465
46.39616,-124.22496,3.41203189
46.39630,-124.21195,3.35182786
46.39643,-124.19895,3.33593845
46.39657,-124.18594,3.28339624
46.39670,-124.17294,3.22432160
46.39683,-124.15993,3.13962841
46.39697,-124.14693,3.02174544
46.39710,-124.13392,2.94250488
46.39722,-124.12092,2.96568227
46.39735,-124.10791,2.94638491
46.39748,-124.09491,2.87100101
46.39760,-124.08190,2.82511282
46.39772,-124.06889,2.81716871
46.36076,-125.74512,6.87118006
46.36107,-125.73214,6.85149288
46.36138,-125.71915,6.86597776
46.36169,-125.70617,6.91318607
46.36199,-125.69318,6.94747591
46.36230,-125.68020,6.96703434
46.36260,-125.66721,6.94229650
46.36290,-125.65423,6.99448824
46.36321,-125.64124,7.03064632
46.36350,-125.62825,7.07498074
46.36380,-125.61527,7.12875891
46.36410,-125.60228,7.21312380
46.36439,-125.58930,7.26739454
46.36469,-125.57631,7.28964424
46.36498,-125.56332,7.27450657
46.36527,-125.55033,7.26681089
46.36556,-125.53735,7.33002949
46.36585,-125.52436,7.30524111
46.36613,-125.51137,7.28558874
46.36642,-125.49838,7.26987839
46.36670,-125.48539,7.25696611
46.36698,-125.47241,7.24589109
46.36726,-125.45942,7.23585558
46.36754,-125.44643,7.22619200
46.36782,-125.43344,7.21634007
46.36810,-125.42045,7.20585585
46.36837,-125.40746,7.19445753
46.36864,-125.39447,7.18215704
46.36891,-125.38148,7.14878321
46.36918,-125.36849,7.13860559
46.36945,-125.35550,7.13278723
46.36972,-125.34251,7.13442373
46.36998,-125.32952,7.14409494
46.37025,-125.31653,7.15962887
46.37051,-125.30354,7.17866421
46.37077,-125.29055,7.19995880
46.37103,-125.27756,7.29289579
46.37129,-125.26456,7.31353903
46.37155,-125.25157,7.33587503
46.37180,-125.23858,7.34509230
46.37206,-125.22559,7.37526035
46.37231,-125.21260,7.49378538
46.37256,-125.19960,7.39237642
46.37281,-125.18661,7.40535831
46.37306,-125.17362,7.40081739
46.37330,-125.16063,7.46449566
46.37355,-125.14763,7.32568121
46.37379,-125.13464,7.31859636
46.37403,-125.12165,7.31452560
46.37427,-125.10865,7.31347036
46.37451,-125.09566,7.44309759
46.37475,-125.08267,7.24803448
46.37499,-125.06967,7.17298508
46.37522,-125.05668,7.18299150
46.37545,-125.04368,7.31861162
46.37568,-125.03069,7.26513004
46.37591,-125.01769,7.28726244
46.37614,-125.00470,7.19712973
46.37637,-124.99170,7.20930767
46.37660,-124.97871,7.23455667
46.37682,-124.96571,7.34235239
46.37704,-124.95272,7.37154150
46.37726,-124.93972,7.39053106
46.37748,-124.92673,7.33238077
46.37770,-124.91373,7.33977127
46.37792,-124.90073,7.35539770
46.37813,-124.88774,7.35255003
46.37835,-124.87474,7.33199739
46.37856,-124.86175,7.40975857
46.37877,-124.84875,7.48561049
46.37898,-124.83575,7.48414135
46.37919,-124.82275,7.53893375
46.37940,-124.80976,7.47882557
46.37960,-124.79676,7.42419958
46.37980,-124.78376,7.31818485
46.38001,-124.77077,7.29739904
46.38021,-124.75777,7.22767448
46.38041,-124.74477,6.96764612
46.38060,-124.73177,6.97787571
46.38080,-124.71877,6.86067438
46.38099,-124.70578,6.73268270
46.38119,-124.69278,6.81257582
46.38138,-124.67978,6.59368324
46.38157,-124.66678,6.24221516
46.38176,-124.65378,6.02281761
46.38195,-124.64078,5.51774216
46.38213,-124.62778,4.74982214
46.38232,-124.61478,4.43670893
46.38250,-124.60179,4.27086878
46.38268,-124.58879,3.62075067
46.38286,-124.57579,3.50901246
46.38304,-124.56279,3.56476021
46.38322,-124.54979,3.32992148
46.38339,-124.53679,3.57444143
46.38356,-124.52379,3.81624103
46.38374,-124.51079,3.82944775
46.38391,-124.49779,3.91050839
46.38408,-124.48479,4.13491631
46.38425,-124.47179,4.19648218
46.38441,-124.45879,4.19563532
46.38458,-124.44578,4.18991613
46.38474,-124.43278,4.22805023
46.38490,-124.41978,4.31617117
46.38506,-124.40678,4.38377714
46.38522,-124.39378,4.63931656
46.38538,-124.38078,4.49341440
46.38554,-124.36778,4.56857061
46.38569,-124.35478,4.39592457
46.38585,-124.34178,4.41863108
46.38600,-124.32877,4.49543428
46.38615,-124.31577,4.79249907
46.38630,-124.30277,4.50741673
46.38644,-124.28977,4.42291355
46.38659,-124.27677,4.34031534
46.38673,-124.26376,4.21406746
46.38688,-124.25076,3.93291640
46.38702,-124.23776,3.60583091
46.38716,-124.22476,3.38140559
46.38730,-124.21175,3.36999488
46.38743,-124.19875,3.34471726
46.38757,-124.18575,3.26900029
46.38770,-124.17275,3.21894693
46.38784,-124.15974,3.13957715
46.38797,-124.14674,3.05354548
46.38810,-124.13374,3.05151296
46.38823,-124.12073,3.04743910
46.38835,-124.10773,2.99356174
46.38848,-124.09473,2.87919331
46.38860,-124.08172,2.80820370
46.38872,-124.06872,2.89393735
46.35208,-125.73169,6.86415052
46.35239,-125.71871,6.88045597
46.35270,-125.70572,6.92940903
46.35300,-125.69274,6.96623611
46.35331,-125.67976,6.98926067
46.35361,-125.66677,6.97033215
46.35391,-125.65379,7.00526953
46.35422,-125.64081,7.07059813
46.35451,-125.62782,7.12561035
46.35481,-125.61484,7.19678974
46.35511,-125.60186,7.31373549
46.35540,-125.58887,7.41912460
46.35570,-125.57589,7.45025444
46.35599,-125.56290,7.38093472
46.35628,-125.54992,7.33006668
46.35657,-125.53693,7.27920389
46.35686,-125.52394,7.33969784
46.35714,-125.51096,7.31335306
46.35743,-125.49797,7.29325676
46.35771,-125.48499,7.27737141
46.35799,-125.47200,7.26422071
46.35827,-125.45901,7.25265741
46.35855,-125.44603,7.24173260
46.35883,-125.43304,7.23062658
46.35910,-125.42005,7.21860838
46.35938,-125.40707,7.20503855
46.35965,-125.39408,7.18943691
46.35992,-125.38109,7.17180109
46.36019,-125.36810,7.15368748
46.36046,-125.35511,7.12007761
46.36073,-125.34213,7.12141037
46.36099,-125.32914,7.13701534
46.36126,-125.31615,7.15931511
46.36152,-125.30316,7.18315458
46.36178,-125.29017,7.20719051
46.36204,-125.27718,7.30072069
46.36230,-125.26419,7.32221603
46.36255,-125.25120,7.34484053
46.36281,-125.23821,7.37900066
46.36306,-125.22522,7.41102457
46.36331,-125.21223,7.51190710
46.36357,-125.19924,7.42422962
46.36381,-125.18625,7.45023775
46.36406,-125.17326,7.42120552
46.36431,-125.16027,7.45722437
46.36455,-125.14728,7.36102915
46.36480,-125.13429,7.35177183
46.36504,-125.12130,7.34652328
46.36528,-125.10831,7.44018364
46.36552,-125.09532,7.44303370
46.36576,-125.08232,7.29514837
46.36599,-125.06933,7.15399170
46.36623,-125.05634,7.16210175
46.36646,-125.04335,7.30534649
46.36669,-125.03035,7.31805563
46.36692,-125.01736,7.39819479
46.36715,-125.00437,7.27485704
46.36738,-124.99138,7.27717113
46.36760,-124.97838,7.27425194
46.36783,-124.96539,7.23317242
46.36805,-124.95240,7.25080776
46.36827,-124.93940,7.26165104
46.36849,-124.92641,7.25811148
46.36871,-124.91342,7.26165009
46.36892,-124.90042,7.25828362
46.36914,-124.88743,7.24766445
46.36935,-124.87443,7.25108194
46.36957,-124.86144,7.21566963
46.36978,-124.84844,7.28651047
46.36999,-124.83545,7.26214600
46.37019,-124.82246,7.36172771
46.37040,-124.80946,7.29772615
46.37061,-124.79647,7.23749495
46.37081,-124.78347,7.24102449
46.37101,-124.77047,7.12905121
46.37121,-124.75748,7.07789850
46.37141,-124.74448,6.94513130
46.37161,-124.73149,6.77459574
46.37180,-124.71849,6.53569794
46.37200,-124.70550,6.48383284
46.37219,-124.69250,6.33900070
46.37238,-124.67950,6.08488464
46.37257,-124.66651,5.85377884
46.37276,-124.65351,5.60108566
46.37295,-124.64051,5.32270241
46.37314,-124.62752,4.80586672
46.37332,-124.61452,4.32957888
46.37350,-124.60152,3.65388823
46.37368,-124.58852,3.32434440
46.37386,-124.57553,3.26046729
46.37404,-124.56253,3.15176773
46.37422,-124.54953,3.21014595
46.37439,-124.53653,3.32904935
46.37457,-124.52354,3.38092709
46.37474,-124.51054,3.55096555
46.37491,-124.49754,3.77341795
46.37508,-124.48454,3.79232001
46.37525,-124.47154,3.95112252
46.37542,-124.45855,4.08703375
46.37558,-124.44555,4.09344244
46.37574,-124.43255,4.11975098
46.37591,-124.41955,4.17716122
46.37607,-124.40655,4.27152586
46.37623,-124.39355,4.34246588
46.37638,-124.38055,4.38469839
46.37654,-124.36755,4.35401583
46.37670,-124.35455,4.36392212
46.37685,-124.34155,4.13134241
46.37700,-124.32856,4.23650122
46.37715,-124.31556,4.59079599
46.37730,-124.30256,4.62514782
46.37745,-124.28956,4.52451181
46.37759,-124.27656,4.30956459
46.37774,-124.26356,4.21210814
46.37788,-124.25056,3.96974277
46.37802,-124.23756,3.67029738
46.37816,-124.22456,3.41527891
46.37830,-124.21155,3.37952948
46.37844,-124.19855,3.28445983
46.37857,-124.18555,3.26019287
46.37871,-124.17255,3.19196105
46.37884,-124.15955,3.16368866
46.37897,-124.14655,3.13508248
46.37910,-124.13355,3.08170176
46.37923,-124.12055,3.07662749
46.37935,-124.10755,2.97747564
46.37948,-124.09455,2.91456652
46.37960,-124.08155,2.82580304
46.37973,-124.06854,2.90626311
46.34278,-125.74422,6.89194965
46.34309,-125.73124,6.87563848
46.34340,-125.71826,6.89332485
46.34371,-125.70528,6.94349909
46.34401,-125.69230,6.98209047
46.34432,-125.67932,7.00744152
46.34462,-125.66634,7.05253649
46.34492,-125.65336,7.03085947
46.34522,-125.64037,7.09935856
46.34552,-125.62739,7.16036272
46.34582,-125.61441,7.07679653
46.34612,-125.60143,7.38915920
46.34641,-125.58845,7.61564302
46.34671,-125.57546,7.72335529
46.34700,-125.56248,7.48114014
46.34729,-125.54950,7.37197113
46.34758,-125.53651,7.30765867
46.34787,-125.52353,7.26531553
46.34815,-125.51055,7.23597527
46.34844,-125.49756,7.31251240
46.34872,-125.48458,7.29509449
46.34900,-125.47159,7.28099489
46.34928,-125.45861,7.26883984
46.34956,-125.44563,7.25747013
46.34984,-125.43264,7.24583769
46.35011,-125.41966,7.23293447
46.35039,-125.40667,7.21771288
46.35066,-125.39369,7.19896221
46.35093,-125.38070,7.17518330
46.35120,-125.36771,7.14508200
46.35147,-125.35473,7.11398697
46.35173,-125.34174,7.11341381
46.35200,-125.32876,7.14928007
46.35226,-125.31577,7.15811491
46.35253,-125.30278,7.18763781
46.35279,-125.28980,7.21415663
46.35305,-125.27681,7.30782843
46.35330,-125.26382,7.32977390
46.35356,-125.25083,7.35222578
46.35382,-125.23785,7.38885164
46.35407,-125.22486,7.42095566
46.35432,-125.21187,7.42833805
46.35457,-125.19888,7.47796297
46.35482,-125.18589,7.54030991
46.35507,-125.17291,7.48000622
46.35532,-125.15992,7.45445251
46.35556,-125.14693,7.44009781
46.35580,-125.13394,7.34227085
46.35605,-125.12095,7.33661127
46.35629,-125.10796,7.43787766
46.35652,-125.09497,7.28360605
46.35676,-125.08198,7.28534937
46.35700,-125.06899,7.26190138
46.35723,-125.05600,7.26816368
46.35746,-125.04301,7.28903151
46.35770,-125.03002,7.29924536
46.35793,-125.01703,7.23685074
46.35815,-125.00404,7.22055721
46.35838,-124.99105,7.22843313
46.35861,-124.97806,7.27810192
46.35883,-124.96507,7.18137455
46.35905,-124.95208,7.19370079
46.35927,-124.93909,7.19393444
46.35949,-124.92609,7.19960976
46.35971,-124.91310,7.19029808
46.35993,-124.90011,7.18133736
46.36014,-124.88712,7.16412735
46.36036,-124.87413,7.27103901
46.36057,-124.86113,7.13983774
46.36078,-124.84814,7.10215902
46.36099,-124.83515,7.19175434
46.36120,-124.82216,7.12888193
46.36140,-124.80916,7.22933531
46.36161,-124.79617,7.15872574
46.36181,-124.78318,7.09189367
46.36202,-124.77018,6.89388466
46.36222,-124.75719,6.82408476
46.36241,-124.74420,6.79887199
46.36261,-124.73120,6.77777815
46.36281,-124.71821,6.36701059
46.36300,-124.70522,6.04788589
46.36320,-124.69222,5.88539982
46.36339,-124.67923,5.74937820
46.36358,-124.66623,5.53675175
46.36377,-124.65324,5.32815361
46.36395,-124.64024,5.19563246
46.36414,-124.62725,4.60147333
46.36432,-124.61425,4.32327175
46.36451,-124.60126,3.44265628
46.36469,-124.58826,3.29085946
46.36487,-124.57527,3.08373070
46.36505,-124.56227,3.00555182
46.36522,-124.54928,3.07062697
46.36540,-124.53628,3.01877213
46.36557,-124.52329,3.21811962
46.36574,-124.51029,3.35761619
46.36591,-124.49729,3.56851029
46.36608,-124.48430,3.61625051
46.36625,-124.47130,3.90000367
46.36642,-124.45831,3.95240855
46.36658,-124.44531,4.04556704
46.36675,-124.43231,4.04298496
46.36691,-124.41932,4.06983662
46.36707,-124.40632,4.08147383
46.36723,-124.39332,4.17726803
46.36739,-124.38033,4.28776646
46.36754,-124.36733,4.34741545
46.36770,-124.35433,4.32383728
46.36785,-124.34133,4.18394995
46.36800,-124.32834,4.25759029
46.36815,-124.31534,4.57151651
46.36830,-124.30234,4.71959352
46.36845,-124.28934,4.63740492
46.36859,-124.27635,4.40491962
46.36874,-124.26335,4.16747856
46.36888,-124.25035,3.87073493
46.36902,-124.23735,3.66104317
46.36916,-124.22435,3.44844198
46.36930,-124.21136,3.34722662
46.36944,-124.19836,3.32323575
46.36957,-124.18536,3.25175977
46.36971,-124.17236,3.16140127
46.36984,-124.15936,3.12554407
46.36997,-124.14636,3.09106421
46.37010,-124.13336,3.09011984
46.37023,-124.12036,3.09514904
46.37036,-124.10737,3.06347704
46.37048,-124.09437,2.97429562
