LATITUDE,LONGITUDE,GRAINSIZE
47.76303,-125.41774,5.68868876
47.76331,-125.40441,5.70346928
47.76359,-125.39107,5.72833967
47.76387,-125.37774,5.74811935
47.76414,-125.36441,5.76299810
47.76442,-125.35107,5.84530210
47.76469,-125.33774,5.84965897
47.76496,-125.32441,6.18781900
47.76523,-125.31107,6.26117277
47.76550,-125.29774,6.23064423
47.76577,-125.28440,6.20717478
47.76603,-125.27107,6.11474180
47.76629,-125.25773,6.08685875
47.76656,-125.24440,6.05719852
47.76682,-125.23106,6.02555275
47.76707,-125.21773,6.01199961
47.76733,-125.20439,5.97458458
47.76759,-125.19105,5.93543005
47.76784,-125.17772,5.87248611
47.76809,-125.16438,5.83022165
47.76834,-125.15105,5.62514496
47.76859,-125.13771,5.59567404
47.76884,-125.12437,5.40623617
47.76909,-125.11104,5.38365364
47.76933,-125.09770,5.36073494
47.76957,-125.08436,5.25818682
47.76982,-125.07102,5.23248959
47.77006,-125.05769,5.18334150
47.77029,-125.04435,5.16467333
47.77053,-125.03101,4.92180109
47.77077,-125.01767,4.81093788
47.77100,-125.00433,4.86436415
47.77123,-124.99099,4.92159653
47.77146,-124.97766,5.05534506
47.77169,-124.96432,4.79032469
47.77192,-124.95098,4.62978506
47.77215,-124.93764,4.46635818
47.77237,-124.92430,4.36666155
47.77259,-124.91096,4.27143860
47.77282,-124.89762,4.06166410
47.77304,-124.88428,3.96814919
47.77325,-124.87094,3.77408862
47.77347,-124.85760,3.67404556
47.77369,-124.84426,3.49917769
47.77390,-124.83092,3.40874577
47.77411,-124.81758,3.27047467
47.77432,-124.80424,3.21472573
47.77453,-124.79090,3.17127967
47.77474,-124.77755,3.13227296
47.77494,-124.76421,3.01011944
47.77515,-124.75087,2.99911237
47.77535,-124.73753,2.97900224
47.77555,-124.72419,2.93204212
47.77575,-124.71085,2.98931575
47.77595,-124.69751,2.98466110
47.77615,-124.68416,2.95854497
47.77634,-124.67082,3.00105071
47.77654,-124.65748,3.04854798
47.77673,-124.64414,3.13581824
47.77692,-124.63079,3.17693996
47.77711,-124.61745,3.20725441
47.77729,-124.60411,3.24966407
47.77748,-124.59076,3.30226970
47.77766,-124.57742,3.31622767
47.77785,-124.56408,3.30325150
47.77803,-124.55073,3.24550653
47.77821,-124.53739,3.23352933
47.77839,-124.52405,3.28585863
47.77856,-124.51070,3.36792850
47.77874,-124.49736,3.45870304
47.77891,-124.48401,3.44569588
47.73059,-126.34989,6.00848246
47.73098,-126.33658,6.00440121
47.73137,-126.32327,6.00013065
47.73175,-126.30995,5.99566936
47.73214,-126.29664,5.99101400
47.73252,-126.28332,5.98616028
47.73290,-126.27001,5.98110151
47.73328,-126.25669,5.97582817
47.73366,-126.24338,5.97032738
47.73403,-126.23006,5.96458292
47.73441,-126.21674,5.95857430
47.73478,-126.20343,5.95227766
47.73515,-126.19011,5.94566393
47.73552,-126.17679,5.93869829
47.73589,-126.16348,5.93134260
47.73625,-126.15016,5.92355156
47.73662,-126.13684,5.91527462
47.73698,-126.12352,5.90645266
47.73735,-126.11021,5.89701891
47.73771,-126.09689,5.88689661
47.73806,-126.08357,5.74315977
47.73842,-126.07025,5.73518085
47.73878,-126.05693,5.72647238
47.73913,-126.04361,5.80558157
47.73949,-126.03029,5.79543447
47.73984,-126.01697,5.78392076
47.74019,-126.00365,5.74055195
47.74053,-125.99033,5.72664976
47.74088,-125.97701,5.71094370
47.74123,-125.96369,5.69457531
47.74157,-125.95037,5.68204165
47.74191,-125.93705,5.67896032
47.74225,-125.92372,5.62447071
47.74259,-125.91040,5.62758112
47.74293,-125.89708,5.62923527
47.74326,-125.88376,5.62923717
47.74360,-125.87043,5.62774944
47.74393,-125.85711,5.62498760
47.74426,-125.84379,5.62115431
47.74459,-125.83046,5.51597500
47.74492,-125.81714,5.51063919
47.74525,-125.80382,5.43284082
47.74557,-125.79049,5.42621231
47.74589,-125.77717,5.41970062
47.74622,-125.76384,5.41346502
47.74654,-125.75052,5.40767431
47.74686,-125.73719,5.40250587
47.74717,-125.72387,5.39814663
47.74749,-125.71054,5.39478874
47.74780,-125.69722,5.39263010
47.74812,-125.68389,5.63577080
47.74843,-125.67056,5.63940954
47.74874,-125.65724,5.64492512
47.74904,-125.64391,5.65251684
47.74935,-125.63058,5.66236734
47.74966,-125.61726,5.63958931
47.74996,-125.60393,5.65291882
47.75026,-125.59060,5.66881847
47.75056,-125.57727,5.52568626
47.75086,-125.56395,5.51535988
47.75116,-125.55062,5.53913784
47.75145,-125.53729,5.45927334
47.75175,-125.52396,5.28231764
47.75204,-125.51063,5.46957922
47.75233,-125.49730,5.45331430
47.75262,-125.48397,5.49184370
47.75291,-125.47064,5.53025866
47.75319,-125.45731,5.56789398
47.75348,-125.44398,5.61138964
47.75376,-125.43065,5.64548492
47.75404,-125.41732,5.66212082
47.75432,-125.40399,5.69075584
47.75460,-125.39066,5.71561289
47.75488,-125.37733,5.73657608
47.75515,-125.36400,5.75376797
47.75543,-125.35067,5.88086176
47.75570,-125.33734,5.89638281
47.75597,-125.32401,6.19292212
47.75624,-125.31067,6.26004362
47.75651,-125.29734,6.24356985
47.75678,-125.28401,6.22612333
47.75704,-125.27068,6.13982058
47.75730,-125.25734,6.11825085
47.75756,-125.24401,6.09462738
47.75782,-125.23068,6.06840944
47.75808,-125.21734,6.03911877
47.75834,-125.20401,6.00653219
47.75860,-125.19068,5.96725798
47.75885,-125.17734,5.92651939
47.75910,-125.16401,5.70907879
47.75935,-125.15068,5.67856741
47.75960,-125.13734,5.64717150
47.75985,-125.12401,5.45767498
47.76010,-125.11067,5.43271017
47.76034,-125.09734,5.32751894
47.76058,-125.08400,5.27628899
47.76082,-125.07067,5.25277138
47.76106,-125.05733,5.22983122
47.76130,-125.04400,5.20688534
47.76154,-125.03066,5.14932537
47.76177,-125.01732,4.88677883
47.76201,-125.00399,4.90850353
47.76224,-124.99065,4.95368814
47.76247,-124.97731,5.01398993
47.76270,-124.96398,4.87632751
47.76293,-124.95064,4.73401928
47.76315,-124.93730,4.48450518
47.76338,-124.92397,4.24503851
47.76360,-124.91063,4.15533686
47.76382,-124.89729,4.06612253
47.76404,-124.88395,3.97551847
47.76426,-124.87062,3.88524032
47.76448,-124.85728,3.78565001
47.76469,-124.84394,3.57097363
47.76491,-124.83060,3.40251637
47.76512,-124.81726,3.37595654
47.76533,-124.80393,3.24129987
47.76554,-124.79059,3.19604897
47.76574,-124.77725,3.15097284
47.76595,-124.76391,3.04361749
47.76615,-124.75057,3.01661015
47.76636,-124.73723,3.00182962
47.76656,-124.72389,2.93612409
47.76676,-124.71055,2.99197555
47.76696,-124.69721,2.99623656
47.76715,-124.68387,2.89648008
47.76735,-124.67053,2.98025680
47.76754,-124.65719,3.04393792
47.76773,-124.64385,3.11973310
47.76792,-124.63051,3.16127229
47.76811,-124.61717,3.19951105
47.76830,-124.60383,3.25137186
47.76849,-124.59049,3.31103992
47.76867,-124.57715,3.45635128
47.76885,-124.56381,3.30676126
47.76903,-124.55047,3.17900777
47.76921,-124.53713,3.05786800
47.76939,-124.52378,3.25378299
47.76957,-124.51044,3.35483599
47.76974,-124.49710,3.59782314
47.76992,-124.48376,3.53810477
47.72161,-126.34932,6.00752926
47.72200,-126.33601,6.00350285
47.72238,-126.32269,5.99929094
47.72277,-126.30938,5.99488974
47.72315,-126.29607,5.99029398
47.72354,-126.28276,5.98549795
47.72392,-126.26944,5.98049355
47.72429,-126.25613,5.97527027
47.72467,-126.24282,5.96981525
47.72505,-126.22951,5.96411228
47.72542,-126.21619,5.95814085
47.72579,-126.20288,5.95187855
47.72617,-126.18956,5.94529724
47.72654,-126.17625,5.93836498
47.72690,-126.16293,5.93104649
47.72727,-126.14962,5.92330027
47.72764,-126.13630,5.91508007
47.72800,-126.12299,5.90633345
47.72836,-126.10967,5.89700079
47.72872,-126.09635,5.88701582
47.72908,-126.08304,5.74483442
47.72944,-126.06972,5.73699474
47.72979,-126.05640,5.70280647
47.73015,-126.04309,5.69399691
47.73050,-126.02977,5.77196598
47.73085,-126.01645,5.76222420
47.73120,-126.00313,5.75147486
47.73155,-125.98982,5.73978329
47.73190,-125.97650,5.72756100
47.73224,-125.96318,5.71176720
47.73258,-125.94986,5.78585815
47.73293,-125.93654,5.78035784
47.73327,-125.92322,5.66131258
47.73360,-125.90990,5.66197205
47.73394,-125.89658,5.66226244
47.73428,-125.88326,5.63698053
47.73461,-125.86994,5.63541794
47.73494,-125.85662,5.63292933
47.73528,-125.84330,5.62961483
47.73561,-125.82998,5.62559843
47.73593,-125.81666,5.68097878
47.73626,-125.80333,5.67646408
47.73658,-125.79001,5.67166138
47.73691,-125.77669,5.42742729
47.73723,-125.76337,5.42239523
47.73755,-125.75004,5.41782093
47.73787,-125.73672,5.41386366
47.73819,-125.72340,5.41068745
47.73850,-125.71008,5.65101004
47.73882,-125.69675,5.65264988
47.73913,-125.68343,5.65563583
47.73944,-125.67010,5.66015577
47.73975,-125.65678,5.66638994
47.74006,-125.64346,5.67450476
47.74036,-125.63013,5.65058279
47.74067,-125.61681,5.66154909
47.74097,-125.60348,5.67472172
47.74127,-125.59016,5.52886629
47.74157,-125.57683,5.54522467
47.74187,-125.56350,5.53415394
47.74217,-125.55018,5.44802761
47.74246,-125.53685,5.55578566
47.74276,-125.52353,5.58079433
47.74305,-125.51020,5.47948170
47.74334,-125.49687,5.45958424
47.74363,-125.48354,5.49523449
47.74392,-125.47022,5.53072309
47.74420,-125.45689,5.57290936
47.74449,-125.44356,5.60660887
47.74477,-125.43023,5.62354994
47.74505,-125.41691,5.65402555
47.74533,-125.40358,5.68186235
47.74561,-125.39025,5.70682096
47.74589,-125.37692,5.72883606
47.74616,-125.36359,5.86424017
47.74644,-125.35026,5.92918539
47.74671,-125.33693,5.98771858
47.74698,-125.32360,6.27846241
47.74725,-125.31027,6.26823950
47.74752,-125.29695,6.25744057
47.74779,-125.28362,6.17981720
47.74805,-125.27028,6.16646671
47.74831,-125.25695,6.15167999
47.74857,-125.24362,6.13466120
47.74883,-125.23029,6.11438179
47.74909,-125.21696,6.08981657
47.74935,-125.20363,6.06032181
47.74960,-125.19030,6.02324009
47.74986,-125.17697,5.98231888
47.75011,-125.16364,5.76596355
47.75036,-125.15030,5.73283672
47.75061,-125.13697,5.53721952
47.75086,-125.12364,5.50929832
47.75110,-125.11031,5.37620163
47.75135,-125.09697,5.34980345
47.75159,-125.08364,5.32412577
47.75183,-125.07031,5.29924774
47.75207,-125.05698,5.30672026
47.75231,-125.04364,5.16683578
47.75255,-125.03031,5.25609541
47.75278,-125.01698,4.89906073
47.75302,-125.00364,4.90786886
47.75325,-124.99031,4.91666651
47.75348,-124.97697,4.90300798
47.75371,-124.96364,4.83747339
47.75394,-124.95030,4.74475765
47.75416,-124.93697,4.52083349
47.75439,-124.92364,4.31460238
47.75461,-124.91030,4.15932560
47.75483,-124.89697,4.07268047
47.75505,-124.88363,3.98258567
47.75527,-124.87029,3.89550638
47.75548,-124.85696,3.82364678
47.75570,-124.84362,3.75451851
47.75591,-124.83029,3.54623079
47.75613,-124.81695,3.47052836
47.75634,-124.80361,3.24636364
47.75654,-124.79028,3.20304298
47.75675,-124.77694,3.17402291
47.75696,-124.76361,3.04071379
47.75716,-124.75027,3.02117181
47.75736,-124.73693,3.00499368
47.75757,-124.72359,2.95359755
47.75777,-124.71026,3.01414490
47.75796,-124.69692,3.01955652
47.75816,-124.68358,2.96871853
47.75835,-124.67024,3.00179529
47.75855,-124.65691,3.08053541
47.75874,-124.64357,3.11017823
47.75893,-124.63023,3.14337969
47.75912,-124.61689,3.18487239
47.75931,-124.60355,3.22862101
47.75949,-124.59022,3.31535959
47.75968,-124.57688,3.33143210
47.75986,-124.56354,3.28618240
47.76004,-124.55020,3.19841552
47.76022,-124.53686,3.17387319
47.76040,-124.52352,3.25769687
47.76057,-124.51018,3.33611751
47.76075,-124.49684,3.43036819
47.76092,-124.48350,3.43122792
47.76109,-124.47016,3.37328792
47.76126,-124.45682,3.31787515
47.71302,-126.33543,6.00279045
47.71340,-126.32212,5.99864054
47.71379,-126.30881,5.99430370
47.71417,-126.29550,5.98977375
47.71455,-126.28219,5.98504353
47.71493,-126.26888,5.98010397
47.71531,-126.25557,5.97494459
47.71569,-126.24226,5.96955156
47.71606,-126.22895,5.96390915
47.71644,-126.21564,5.95799828
47.71681,-126.20233,5.95179701
47.71718,-126.18901,5.94528008
47.71755,-126.17570,5.93841791
47.71792,-126.16239,5.93117762
47.71829,-126.14908,5.92352247
47.71865,-126.13576,5.91541147
47.71901,-126.12245,5.90679836
47.71938,-126.10914,5.89763355
47.71974,-126.09582,5.72773504
47.72010,-126.08251,5.72097349
47.72045,-126.06919,5.71370840
47.72081,-126.05588,5.70588589
47.72116,-126.04256,5.78697205
47.72151,-126.02925,5.77892494
47.72187,-126.01593,5.77021408
47.72222,-126.00262,5.76088905
47.72256,-125.98930,5.75113916
47.72291,-125.97598,5.74139643
47.72325,-125.96267,5.73241901
47.72360,-125.94935,5.80803776
47.72394,-125.93603,5.80207396
47.72428,-125.92272,5.67559385
47.72462,-125.90940,5.67473984
47.72496,-125.89608,5.67393494
47.72529,-125.88276,5.74535751
47.72563,-125.86945,5.74525070
47.72596,-125.85613,5.74438810
47.72629,-125.84281,5.74278259
47.72662,-125.82949,5.74050474
47.72695,-125.81617,5.72161531
47.72727,-125.80285,5.68831587
47.72760,-125.78953,5.68436480
47.72792,-125.77621,5.68035078
47.72824,-125.76289,5.67641830
47.72856,-125.74957,5.67271757
47.72888,-125.73625,5.66940355
47.72920,-125.72293,5.66613197
47.72951,-125.70961,5.66760206
47.72983,-125.69629,5.67015839
47.73014,-125.68297,5.67396593
47.73045,-125.66964,5.67918587
47.73076,-125.65632,5.68597031
47.73107,-125.64300,5.69445801
47.73137,-125.62968,5.67031097
47.73168,-125.61635,5.68129730
47.73198,-125.60303,5.53321409
47.73228,-125.58971,5.54694462
47.73258,-125.57639,5.53169966
47.73288,-125.56306,5.53049374
47.73318,-125.54974,5.46455383
47.73347,-125.53641,5.56896973
47.73377,-125.52309,5.59218884
47.73406,-125.50977,5.47148418
47.73435,-125.49644,5.50232840
47.73464,-125.48312,5.49877787
47.73493,-125.46979,5.53931236
47.73522,-125.45647,5.57196426
47.73550,-125.44314,5.60361862
47.73578,-125.42982,5.61930275
47.73606,-125.41649,5.64859533
47.73634,-125.40316,5.67587709
47.73662,-125.38984,5.81996059
47.73690,-125.37651,5.84311724
47.73717,-125.36319,5.90521526
47.73745,-125.34986,5.94115353
47.73772,-125.33653,6.28723574
47.73799,-125.32320,6.28218794
47.73826,-125.30988,6.27698851
47.73853,-125.29655,6.27182531
47.73879,-125.28322,6.20074081
47.73906,-125.26989,6.19449568
47.73932,-125.25657,6.18729687
47.73958,-125.24324,6.17795086
47.73984,-125.22991,6.16470337
47.74010,-125.21658,6.14557266
47.74036,-125.20325,6.11911011
47.74061,-125.18992,6.08521652
47.74087,-125.17659,6.08212757
47.74112,-125.16326,5.83985901
47.74137,-125.14993,5.80316973
47.74162,-125.13660,5.66815519
47.74187,-125.12327,5.45784235
47.74211,-125.10994,5.42764282
47.74236,-125.09661,5.39874458
47.74260,-125.08328,5.40770006
47.74284,-125.06995,5.37664843
47.74308,-125.05662,5.22817469
47.74332,-125.04329,5.23939085
47.74356,-125.02996,5.20214987
47.74379,-125.01663,4.90783691
47.74402,-125.00330,4.90440702
47.74426,-124.98996,4.89301825
47.74449,-124.97663,4.86397552
47.74472,-124.96330,4.81025267
47.74494,-124.94997,4.73730898
47.74517,-124.93664,4.52940369
47.74539,-124.92330,4.43802643
47.74562,-124.90997,4.34188318
47.74584,-124.89664,4.14472914
47.74606,-124.88331,3.99194932
47.74628,-124.86997,3.86595535
47.74649,-124.85664,3.85568953
47.74671,-124.84331,3.75871134
47.74692,-124.82997,3.65920234
47.74713,-124.81664,3.46060061
47.74734,-124.80330,3.36657095
47.74755,-124.78997,3.32417035
47.74776,-124.77664,3.29225659
47.74796,-124.76330,3.05744910
47.74817,-124.74997,2.97637510
47.74837,-124.73663,3.02446198
47.74857,-124.72330,3.01585865
47.74877,-124.70996,2.97241116
47.74897,-124.69663,2.97481298
47.74917,-124.68329,2.95698619
47.74936,-124.66996,2.98577499
47.74955,-124.65662,3.07943010
47.74975,-124.64329,3.10340357
47.74994,-124.62995,3.12336445
47.75012,-124.61661,3.15417266
47.75031,-124.60328,3.18709922
47.75050,-124.58994,3.23901391
47.75068,-124.57660,3.27633619
47.75086,-124.56327,3.25308514
47.75104,-124.54993,3.23541355
47.75122,-124.53660,3.23127198
47.75140,-124.52326,3.25842977
47.75158,-124.50992,3.29370785
47.75175,-124.49658,3.32725525
47.75193,-124.48325,3.33160901
47.75210,-124.46991,3.30587316
47.75227,-124.45657,3.28008628
47.75244,-124.44323,3.24589276
47.70403,-126.33486,6.00226021
47.70442,-126.32155,5.99817753
47.70480,-126.30824,5.99391079
47.70519,-126.29494,5.98945379
47.70557,-126.28163,5.98479795
47.70595,-126.26832,5.97993422
47.70633,-126.25501,5.97485113
47.70671,-126.24170,5.96953630
47.70708,-126.22839,5.96397352
47.70746,-126.21508,5.95814562
47.70783,-126.20177,5.95203114
47.70820,-126.18847,5.94560719
47.70857,-126.17516,5.93884754
47.70894,-126.16184,5.93172264
47.70930,-126.14853,5.92419958
47.70967,-126.13522,5.91624308
47.71003,-126.12191,5.90781498
47.71039,-126.10860,5.73671103
47.71075,-126.09529,5.73059082
47.71111,-126.08198,5.72405434
47.71147,-126.06866,5.80694151
47.71182,-126.05535,5.80062151
47.71218,-126.04204,5.79382896
47.71253,-126.02873,5.78655767
47.71288,-126.01541,5.77883911
47.71323,-126.00210,5.77076960
47.71358,-125.98879,5.76254797
47.71392,-125.97547,5.75451040
47.71427,-125.96216,5.74711752
47.71461,-125.94884,5.74083519
47.71495,-125.93553,5.82081175
47.71529,-125.92221,5.68910551
47.71563,-125.90890,5.68751097
47.71597,-125.89558,5.75819874
47.71631,-125.88227,5.75803137
47.71664,-125.86895,5.75753546
47.71697,-125.85564,5.75657511
47.71730,-125.84232,5.75511169
47.71763,-125.82900,5.75316572
47.71796,-125.81569,5.81477880
47.71829,-125.80237,5.81210327
47.71861,-125.78905,5.80919838
47.71893,-125.77573,5.80618191
47.71926,-125.76242,5.80317974
47.71958,-125.74910,5.80032539
47.71989,-125.73578,5.79775572
47.72021,-125.72246,5.85227060
47.72053,-125.70914,5.85340548
47.72084,-125.69582,5.68641424
47.72115,-125.68250,5.69088268
47.72146,-125.66918,5.69665003
47.72177,-125.65586,5.70384359
47.72208,-125.64254,5.67891216
47.72239,-125.62922,5.68815088
47.72269,-125.61590,5.69907761
47.72299,-125.60258,5.54979372
47.72330,-125.58926,5.56309032
47.72360,-125.57594,5.52725792
47.72389,-125.56262,5.54557848
47.72419,-125.54930,5.56029081
47.72449,-125.53598,5.58073997
47.72478,-125.52266,5.60241270
47.72507,-125.50933,5.47972679
47.72536,-125.49601,5.50863409
47.72565,-125.48269,5.50994921
47.72594,-125.46937,5.54120779
47.72623,-125.45604,5.57201958
47.72651,-125.44272,5.58710527
47.72679,-125.42940,5.61681414
47.72707,-125.41607,5.68184376
47.72735,-125.40275,5.79169512
47.72763,-125.38943,5.81709194
47.72791,-125.37610,5.88329601
47.72819,-125.36278,5.92384911
47.72846,-125.34945,5.94050741
47.72873,-125.33613,6.28693771
47.72900,-125.32280,6.28605366
47.72927,-125.30948,6.28567839
47.72954,-125.29615,6.22116518
47.72980,-125.28283,6.22190380
47.73007,-125.26950,6.22338295
47.73033,-125.25618,6.22495937
47.73059,-125.24285,6.22508907
47.73085,-125.22952,6.22099304
47.73111,-125.21620,6.20890617
47.73137,-125.20287,6.18560982
47.73162,-125.18955,6.15063715
47.73188,-125.17622,6.14435816
47.73213,-125.16289,5.90196514
47.73238,-125.14956,5.86221743
47.73263,-125.13624,5.54735041
47.73288,-125.12291,5.51141977
47.73312,-125.10958,5.47774172
47.73337,-125.09625,5.48269272
47.73361,-125.08292,5.32504320
47.73385,-125.06960,5.29389477
47.73409,-125.05627,5.26364374
47.73433,-125.04294,5.26806021
47.73456,-125.02961,5.22794151
47.73480,-125.01628,4.91917849
47.73503,-125.00295,4.90782928
47.73526,-124.98962,4.88707972
47.73549,-124.97629,4.85278463
47.73572,-124.96296,4.80266333
47.73595,-124.94963,4.73844862
47.73618,-124.93630,4.54252768
47.73640,-124.92297,4.45910883
47.73662,-124.90964,4.36950541
47.73684,-124.89631,4.27334642
47.73706,-124.88298,4.08203316
47.73728,-124.86965,3.99660945
47.73750,-124.85632,3.84514308
47.73771,-124.84299,3.76428509
47.73793,-124.82966,3.70255947
47.73814,-124.81633,3.58354712
47.73835,-124.80299,3.44248176
47.73856,-124.78966,3.26536131
47.73877,-124.77633,3.07123685
47.73897,-124.76300,3.12361145
47.73917,-124.74967,2.98404551
47.73938,-124.73633,2.97173524
47.73958,-124.72300,3.02652097
47.73978,-124.70967,2.97970033
47.73998,-124.69633,2.98463941
47.74017,-124.68300,2.96665311
47.74037,-124.66967,3.03338099
47.74056,-124.65634,3.04548550
47.74075,-124.64300,3.06270337
47.74094,-124.62967,3.10935545
47.74113,-124.61634,3.13711929
47.74132,-124.60300,3.16673636
47.74150,-124.58967,3.21152639
47.74169,-124.57633,3.21637774
47.74187,-124.56300,3.24119568
47.74205,-124.54966,3.24679184
47.74223,-124.53633,3.24405527
47.74241,-124.52300,3.24865866
47.74258,-124.50966,3.25101233
47.74276,-124.49633,3.26190138
47.74293,-124.48299,3.25880432
47.74310,-124.46966,3.24514675
47.74327,-124.45632,3.23709965
47.74344,-124.44299,3.22877455
47.74361,-124.42965,3.21174121
47.69505,-126.33429,6.00190735
47.69544,-126.32098,5.99789810
47.69582,-126.30768,5.99370861
47.69620,-126.29437,5.98933172
47.69659,-126.28106,5.98475981
47.69697,-126.26776,5.97998285
47.69735,-126.25445,5.97498989
47.69772,-126.24115,5.96976805
47.69810,-126.22784,5.96430349
47.69847,-126.21453,5.95857859
47.69884,-126.20122,5.95257425
47.69921,-126.18792,5.94627047
47.69958,-126.17461,5.93964243
47.69995,-126.16130,5.93266487
47.70032,-126.14799,5.92530966
47.70068,-126.13468,5.91754675
47.70105,-126.12138,5.74529505
47.70141,-126.10807,5.73975372
47.70177,-126.09476,5.73386240
47.70213,-126.08145,5.81860256
47.70248,-126.06814,5.81315470
47.70284,-126.05483,5.80734491
47.70319,-126.04152,5.80116987
47.70354,-126.02821,5.79464817
47.70390,-126.01489,5.78783274
47.70424,-126.00158,5.78082609
47.70459,-125.98827,5.77379704
47.70494,-125.97496,5.76698399
47.70528,-125.96165,5.76066780
47.70563,-125.94834,5.75509787
47.70597,-125.93502,5.83766603
47.70631,-125.92171,5.70204639
47.70665,-125.90840,5.77236986
47.70698,-125.89509,5.77167654
47.70732,-125.88177,5.77105665
47.70765,-125.86846,5.77029896
47.70799,-125.85514,5.76927614
47.70832,-125.84183,5.76792955
47.70865,-125.82852,5.76625395
47.70897,-125.81520,5.82875299
47.70930,-125.80189,5.82652330
47.70962,-125.78857,5.82415056
47.70995,-125.77526,5.82172680
47.71027,-125.76194,5.81935596
47.71059,-125.74862,5.81714916
47.71091,-125.73531,5.87020779
47.71122,-125.72199,5.87115192
47.71154,-125.70868,5.87275648
47.71185,-125.69536,5.87515020
47.71216,-125.68204,5.87846088
47.71248,-125.66873,5.88273621
47.71278,-125.65541,5.88842535
47.71309,-125.64209,5.89329386
47.71340,-125.62877,5.66669750
47.71370,-125.61545,5.55330896
47.71401,-125.60214,5.56465816
47.71431,-125.58882,5.57752991
47.71461,-125.57550,5.54158926
47.71491,-125.56218,5.55904913
47.71520,-125.54886,5.57202291
47.71550,-125.53554,5.59127951
47.71579,-125.52222,5.61161757
47.71608,-125.50890,5.48737049
47.71637,-125.49558,5.51464748
47.71666,-125.48226,5.51390076
47.71695,-125.46894,5.54354954
47.71724,-125.45562,5.59409523
47.71752,-125.44230,5.62399769
47.71780,-125.42898,5.65318251
47.71809,-125.41566,5.76350880
47.71836,-125.40234,5.79003429
47.71864,-125.38902,5.85902166
47.71892,-125.37569,5.88076496
47.71920,-125.36237,5.92190647
47.71947,-125.34905,5.94057751
47.71974,-125.33573,6.28644800
47.72001,-125.32240,6.28940487
47.72028,-125.30908,6.29356289
47.72055,-125.29576,6.18246078
47.72081,-125.28244,6.19117737
47.72108,-125.26911,6.20249367
47.72134,-125.25579,6.26384878
47.72160,-125.24246,6.27624559
47.72186,-125.22914,6.28533125
47.72212,-125.21582,6.28396749
47.72238,-125.20249,6.26441479
47.72263,-125.18917,6.21601248
47.72289,-125.17584,6.05154085
47.72314,-125.16252,5.81253958
47.72339,-125.14919,5.76073408
47.72364,-125.13587,5.53898716
47.72388,-125.12254,5.54514074
47.72413,-125.10922,5.51168299
47.72437,-125.09589,5.47303677
47.72462,-125.08257,5.36293077
47.72486,-125.06924,5.33039427
47.72510,-125.05591,5.33800268
47.72534,-125.04259,5.29744530
47.72557,-125.02926,5.25527287
47.72581,-125.01593,5.21033955
47.72604,-125.00261,4.92042685
47.72627,-124.98928,4.89498997
47.72650,-124.97595,4.85826921
47.72673,-124.96262,4.80953074
47.72696,-124.94930,4.74963379
47.72718,-124.93597,4.56308413
47.72741,-124.92264,4.48605776
47.72763,-124.90931,4.40334463
47.72785,-124.89599,4.31716728
47.72807,-124.88266,4.23174191
47.72829,-124.86933,4.02359915
47.72851,-124.85600,3.96137476
47.72872,-124.84267,3.79943657
47.72893,-124.82934,3.74033594
47.72915,-124.81601,3.68790412
47.72936,-124.80268,3.47272730
47.72956,-124.78935,3.32721925
47.72977,-124.77602,3.08284521
47.72998,-124.76269,3.05530953
47.73018,-124.74936,3.10881019
47.73038,-124.73603,2.97731471
47.73058,-124.72270,3.02997541
47.73078,-124.70937,2.98103762
47.73098,-124.69604,2.99142218
47.73118,-124.68271,2.97421861
47.73137,-124.66938,3.02404404
47.73157,-124.65605,3.04020858
47.73176,-124.64272,3.04965115
47.73195,-124.62939,3.06818199
47.73214,-124.61606,3.08765435
47.73232,-124.60273,3.15036345
47.73251,-124.58939,3.18351912
47.73269,-124.57606,3.19082475
47.73288,-124.56273,3.22743893
47.73306,-124.54940,3.24055171
47.73324,-124.53607,3.23673344
47.73341,-124.52273,3.23132205
47.73359,-124.50940,3.22060895
47.73376,-124.49607,3.21747708
47.73394,-124.48274,3.17464042
47.73411,-124.46940,3.17046642
47.73428,-124.45607,3.18388367
47.73445,-124.44274,3.18518233
47.73461,-124.42940,3.35801101
47.68607,-126.33371,6.07076311
47.68645,-126.32041,6.06684446
47.68684,-126.30711,5.99369335
47.68722,-126.29380,5.98940516
47.68760,-126.28050,5.98492622
47.68798,-126.26720,5.98024702
47.68836,-126.25389,5.97535658
47.68874,-126.24059,5.97024345
47.68911,-126.22728,5.96489286
47.68949,-126.21398,5.95929003
47.68986,-126.20067,5.95341730
47.69023,-126.18737,5.94725657
47.69060,-126.17406,5.94078636
47.69097,-126.16076,5.93398428
47.69133,-126.14745,5.92124557
47.69170,-126.13414,5.75346899
47.69206,-126.12084,5.74845791
47.69242,-126.10753,5.74314737
47.69278,-126.09422,5.82945967
47.69314,-126.08092,5.82473850
47.69350,-126.06761,5.81973171
47.69385,-126.05430,5.81443644
47.69421,-126.04099,5.80886316
47.69456,-126.02768,5.80304146
47.69491,-126.01438,5.79702854
47.69526,-126.00107,5.79091692
47.69561,-125.98776,5.78483820
47.69595,-125.97445,5.77895737
47.69630,-125.96114,5.77344847
47.69664,-125.94783,5.76845646
47.69698,-125.93452,5.85325384
47.69732,-125.92121,5.78736496
47.69766,-125.90790,5.78607750
47.69800,-125.89459,5.78509569
47.69833,-125.88128,5.78423452
47.69867,-125.86796,5.78334045
